ViolationTypeID,ViolationType,ViolationCategoryID,ViolationDeduction,RiskCategory,T_Stamp
652,"054 (CFR) Floors, Walls, Ceilings Improperly constructed, in disrepair, not clean",1,2,"Low Risk",
653,"057 (CFR) Food Safety Certificate Not Available/Posted",1,2,"Low Risk",
654,"065 (CFR) Permit Suspension Lifted",1,0,"Low Risk",
655,"058 (CFR) No Permit Required (New Application Required)",1,2,"Low Risk",
656,"063 (CFR) Impoundment/VCD",1,0,"Low Risk",
657,"064 (CFR) Temporary Permit Suspension",1,0,"Low Risk",
658,"060 (CFR) HACCP Plan Items Required (logsheets, etc.)",1,2,"Low Risk",
659,"062 (CFR) Other - (Specify in report)",1,2,"Low Risk",
660,"066 (CFR) Styrofoam Utensils in Use",1,0,"Low Risk",
661,"067 (CFR) Complaint Visit",1,0,"Low Risk",
662,"068 (CFR) New Application/Change of Ownership",1,0,"Low Risk",
663,"044 Establishment Operating without a Permit (SFHC Sec. 1908)",43,0,"",
664,"045 Unlicensed Practitioner Employed",43,0,"",
665,"046 Operation past midnight",43,0,"",
666,"047 Allowing Improper Attire",43,0,"",
667,"048 DCP Revocation of Approval",43,0,"",
668,"069 (CFR) Labor Law Requirement",1,0,"Low Risk",
669,"Smoking without approved exemption",41,0,"",
670,"Smoking occurred within prohibited area",41,0,"",
671,"Property manager/owner allowed smoking within prohibited area",41,0,"",
672,"Property manager/owner did not post or issue notice (Multi-unit housing only)",41,0,"",
673,"75% of rooms have not been designated as smoke free (Tourist Lodging Facility Only)",41,0,"",
674,"Smoking without approved exemption",45,0,"",
675,"Smoking occurred within prohibited area",45,0,"",
676,"Property manager/owner allowed smoking within prohibited area",45,0,"",
677,"Property manager/owner did not post or issue notice (Multi-unit housing only)",45,0,"",
678,"75% of rooms have not been designated as smoke free (Tourist Lodging Facility Only)",45,0,"",
679,"001 (CFR) Communicable disease - reporting, restrictions & exclusions",52,7,"High Risk",
680,"002 (CFR) Hands not clean / improperly washed / gloves improperly used / no hand wash sink",52,7,"High Risk",
681,"003 (CFR) Improper hot / cold holding temperatures / no mechanical refrigeration unit",52,7,"High Risk",
682,"004 (CFR) Time as a public health control -- Procedures and/or records needed",52,7,"High Risk",
683,"005 (CFR) Improper cooling methods",52,7,"High Risk",
684,"006 (CFR) Improper cooking time / temperatures",52,7,"High Risk",
685,"007 (CFR) Improper Reheating",52,7,"High Risk",
686,"008 (CFR) Food in poor condition - unsafe / adulterated",52,7,"High Risk",
687,"009 (CFR) Food contact surfaces not cleaned / sanitized / no warewashing sink / no sanitizer",52,7,"High Risk",
688,"010 (CFR) Food obtained from an unapproved source",52,7,"High Risk",
689,"011 (CFR) Licensed health care facilities / public & private schools / prohibited foods offered",52,7,"High Risk",
690,"012 (CFR) No Water / Hot Water, No Water Heater / Potable Water  tank not available / or not working / tank capacity not enough",52,7,"High Risk",
691,"013 (CFR) Sewage / Wastewater Disposal Inoperative / Waste Water tank not available or leaking / Drain lines not connected to waste tank",52,7,"High Risk",
692,"014 (CFR) Rodents / Roaches /Flies / Other Animals",52,7,"High Risk",
693,"015 (CFR) No Commissary / Unapproved Commissary / Commissary Agreement Expired",52,7,"High Risk",
694,"016 (CFR) No Restroom Facility within 200 feet",52,7,"High Risk",
695,"017 (CFR) Not operating in accordance with approved conditions, i.e. menu change, unapproved location, hot holding on carts",52,7,"High Risk",
696,"018 (CFR) Lack of food safety knowledge / no food safety certification",52,4,"Moderate Risk",
697,"019 (CFR) Discharge from eyes / nose / mouth",52,4,"Moderate Risk",
698,"020 (CFR) Employee Practices: tobacco / eating / other",52,4,"Moderate Risk",
699,"021 (CFR) Inaccessible handwashing / inadequate hand wash supplies / unused hand wash sink",52,4,"Moderate Risk",
700,"022 (CFR) Improper hot / cold holding temperatures",52,4,"Moderate Risk",
701,"023 (CFR) Time as a public health control - Procedures / records needed",52,4,"Moderate Risk",
702,"024 (CFR) Returned / reservice of food",52,4,"Moderate Risk",
703,"025 (CFR) Food contact surfaces not cleaned / sanitized / no sanitizer test strips / sanitizer concentration low",52,4,"Moderate Risk",
704,"026 (CFR) No food compartment / no food enclosure / no overhead protection",52,4,"Moderate Risk",
705,"027 (CFR) Vehicle stored in unapproved location",52,4,"Moderate Risk",
706,"028 (CFR) Non-Compliance with shell stock tags / condition / display",52,4,"Moderate Risk",
707,"029 (CFR) Non-Compliance w/Gulf Coast Oyster Regs",52,4,"Moderate Risk",
708,"030 (CFR) Non-Compliance w/variance / HACCP Plan / Specialized Process",52,4,"Moderate Risk",
709,"031 (CFR) Consumer Advisory not provided for raw or undercooked foods",52,4,"Moderate Risk",
710,"032 (CFR) No Hot Water / No Water",52,4,"Moderate Risk",
711,"033 (CFR) Sewage / Wastewater Disposal Inoperative",52,4,"Moderate Risk",
712,"034 (CFR) Rodents / Roaches / Flies / Other Animals",52,4,"Moderate Risk",
713,"035 (CFR) Unapproved thawing method",52,4,"Moderate Risk",
714,"036 (CFR) Foods not properly stored / separated",52,4,"Moderate Risk",
715,"037 (CFR) HCD insignia unavailable",52,4,"Moderate Risk",
716,"038 (CFR) No identification on both sides of vehicle - dba, permittee name, city, state & zip",52,4,"Moderate Risk",
717,"039 (CFR) Unsanitary vehicle",52,4,"Moderate Risk",
718,"040 (CFR) No Person in Charge to perform duties",52,2,"Low Risk",
719,"041 (CFR) Hair Restraints / Other Garments / Nails / Rings /Jewelry",52,2,"Low Risk",
720,"042 (CFR) Not washing fruits & vegetables",52,2,"Low Risk",
721,"043 (CFR) Improper storage / identification / use of toxic substances",52,2,"Low Risk",
722,"044 (CFR) Improper food storage / Improper Container ID",52,2,"Low Risk",
723,"045 (CFR) Foods improperly labeled or misrepresented",52,2,"Low Risk",
724,"046 (CFR) Nonfood conact surfaces unclean",52,2,"Low Risk",
725,"047 (CFR) Inadequate Warewashing Facilities / Equipment / 3 compartment sink used for storage",52,2,"Low Risk",
726,"048 (CFR) Unapproved / Disrepaired Equipment / Utensils",52,2,"Low Risk",
727,"049 (CFR) Improper storage: Equipment, Utensils, Linens",52,2,"Low Risk",
728,"050 (CFR) Inadequate / Improper Ventilation / Lighting / No light covers for light fixtures",52,2,"Low Risk",
729,"051 (CFR) Thermometers Required or Inaccurate",52,2,"Low Risk",
730,"052 (CFR) Wiping Cloths not clean / Inadequate sanitizer turbid / not properly stored / Sanitizing solution available - not used",52,2,"Low Risk",
731,"053 (CFR) Improper or Defective plumbing / No backflow devices / Improper connections",52,2,"Low Risk",
732,"054 (CFR) No Garbage Service / No Containers / Area or containers not maintained / Garbage not properly disposed",52,2,"Low Risk",
733,"055 (CFR) Toilet facilities in disrepair / Not cleaned / Need supplies / Improperly constructed",52,2,"Low Risk",
734,"056 (CFR) Inadequate dressing area / Personal Items improperly stored",52,2,"Low Risk",
735,"057 (CFR) Floors, Walls, Ceilings Improperly constructed, in disrepair, not clean",52,2,"Low Risk",
736,"058 (CFR) Permit / Inspection / License Certificate / Decals Not Posted",52,2,"Low Risk",
737,"059 (CFR) Food Safety Certificate Not Available / Posted",52,2,"Low Risk",
738,"060 (CFR) No Permit (New Application Required)",52,2,"Low Risk",
739,"061 (CFR) Safety Hazards i.e. no First Aid / Fire Extinguisher",52,2,"Low Risk",
740,"062 (CFR) OTHER - Specified in Report",52,0,"Low Risk",
741,"063 (CFR) Impoundment / VCD",52,0,"Low Risk",
742,"064 (CFR) Temporary Permit Suspension",52,0,"Low Risk",
743,"065 (CFR) Permit Suspension Lifted",52,0,"Low Risk",
744,"066 (CFR) Styrofoam Utensils in Use",52,0,"Low Risk",
745,"067 (CFR) Complaint Visit",52,0,"Low Risk",
746,"068 (CFR) New Application / Change of Ownership",52,0,"Low Risk",
747,"069 (CFR) Labor Law Requirement",52,0,"Low Risk",
936," PRC 44002 OPR Authorized by SWF Permit",54,0,"",
937,"PRC 44004 - Significant Change",54,0,"",
938,"PRC 44014(b) - Operator Complies with Terms and Conditions of Permit",54,0,"",
939," 18104.7 Registration Permit Review",54,0,"",
940,"21640  - Permit Review Application",54,0,"",
941," 17383.3(a) - Chipping & Grinding Permit",54,0,"",
942," 17383.5 - CDI Registration Permit Req.",54,0,"",
943," 17383.6 - CDI Full Permit Req",54,0,"",
944," 17383.8 - Inert Type A&B Proc: Full Permit Req",54,0,"",
945,"17383.3(1) - Chipping & Griding Plan Req",54,0,"",
946,"17383.5(g) - Med Vol CDI Facility Plan Req",54,0,"",
947," 17383.6 (f) - LG Vol CDI Fac Report Req",54,0,"",
948," 17383.8(f) - Inert Processing Fac Plan Req",54,0,"",
949,"18223(a) - Facility Plans",54,0,"",
950,"18223.5(a) - Facility Reports",54,0,"",
951,"17383.0 - Emergency CDI EA Notification Req",54,0,"",
952,"17383.3(a) - Chip and Grind EA Notification Req",54,0,"",
953,"17383.4 - CDI Processing EA Notification Req",54,0,"",
954,"17383.7 - Inert Type A Proc. EA Notif. Req",54,0,"",
955,"17383.4(f) - SM Vol CDI Oper Plan Req",54,0,"",
956,"17383.7(h) - Inert Type A Proc. Oper Plan Req",54,0,"",
957,"17386 - Operation Plans",54,0,"",
958,"17415.1 - Communications Equipment",54,0,"",
959,"17415.2 - Fire Fighting Equipment",54,0,"",
960,"17416.1 - Housekeeping",54,0,"",
961,"17416.2 - Lighting",54,0,"",
962," 17416.3 - Equipment",54,0,"",
963,"17418.1 - Site Security",54,0,"",
964,"17418.2 - Site Attendant",54,0,"",
965,"17418.3 - Traffic Control",54,0,"",
966,"17419.1 - Visual Screening",54,0,"",
967,"17419.2 - Water Supply",54,0,"",
968,"17406.1(a) - Sitting on Landfills",54,0,"",
969,"17406.1(b) - Int. Cover (Foundation Stable)",54,0,"",
970,"17406.1(c) - Cover (Operations/Closure)",54,0,"",
971,"17406.2 - General Design Requirement",54,0,"",
972,"17407.2 - Cleaning",54,0,"",
973,"17409.1 - Roads",54,0,"",
974,"17409.2 Sanitary Facilities",54,0,"",
975,"17409.4 - Signs",54,0,"",
976,"17409.5 - Load Checking",54,0,"",
977,"17410.1 - Solid Waste Removal",54,0,"",
978,"17414 - Record Keeping Req",54,0,"",
979,"17407.1 - Burning Wastes & Open Burn",54,0,"",
980,"17407.3 Drainage Control",54,0,"",
981,"17407.4 - Dust Control",54,0,"",
982,"17407.5 - Haz., Liq., & Special Wastes",54,0,"",
983,"17408.1 - Litter Control",54,0,"",
984,"17408.2 - Medical Wastes",54,0,"",
985,"17408.3 - Noise Control",54,0,"",
986,"17408.5 - Nuisance Control",54,0,"",
987,"17409.6 - Parking",54,0,"",
988,"17410.4 - Vector, Bird & Animal Control",54,0,"",
989,"17408.7 Personnel H&S",54,0,"",
990,"17408.8 - Protection of Users",54,0,"",
991,"17410.2 - Supervision & Personnel",54,0,"",
992,"17410.3 - Training",54,0,"",
993,"17408.4 - Non-Salvageable Items",54,0,"",
994,"17408.6 - Maintenance Program",54,0,"",
995,"17409.3 - Scavenging & Salvaging",54,0,"",
996,"17383.3(b)(1) - Unprssd Storage > 30 Days",54,0,"",
997,"17383.3(b)(2) - Prssd Storage > 90 Days",54,0,"",
998,"17383.3(b)(3) - Exceeds 122 Degrees",54,0,"",
999,"17383.3(b)(4) - Exceeds Max Amount",54,0,"",
1000,"17383.3(c)(1) - Exceed 1% Contaminants",54,0,"",
1001,"17383.3(c)(5) - Employee Training",54,0,"",
1002,"17383.3(d) - Maintain Records",54,0,"",
1003,"17383.3(e) - Minimize Odors",54,0,"",
1004,"17383.3(f) - Fire Prev Protect & Control",54,0,"",
1005,"17383.3(h) - Unauth, Activities or Disp",54,0,"",
1006,"17383.3(j) - Unstable Piles /P-H&S",54,0,"",
1007,"17383.3(k) - Weight Records",54,0,"",
1008,"17383.4(a) - Unprssd Stor>15 Days",54,0,"",
1009,"17383.4(b) - Prssd Storage >1 Year",54,0,"",
1010,"17383.4(c) - Exceed Max Debris",54,0,"",
1011,"17383.4(e) - 48 Hour Residual Remove",54,0,"",
1012,"17383.4(g) - Unstable Piles /P-H&S",54,0,"",
1013,"17383.4(h) - C&D Mulch Req",54,0,"",
1014,"17383.4(i) - Weight Records",54,0,"",
1015,"17383.5(a) - Exceed 40% Residual",54,0,"",
1016,"17383.5(b) - Unprssd Storage >15 Days",54,0,"",
1017,"17383.5(c) - Prssd Storage >1 Year",54,0,"",
1018,"17383.5(d) - Exceed Max Debris",54,0,"",
1019,"17383.5(f) - 48 Hour Residual Remove",54,0,"",
1020,"17383.5(i) - Unstable Piles /P-H&S",54,0,"",
1021,"17383.5(j) - C&D Mulch Req",54,0,"",
1022,"17383.5(k) - 3 Strikes",54,0,"",
1023,"17383.5(i) - Weight Records",54,0,"",
1024,"17383.6(a) - Unprssd Storage >15 Days",54,0,"",
1025,"17383.6(b) - Prssd Storage >1 Year",54,0,"",
1026,"17383.6(c) - Exceed Max Debris",54,0,"",
1027,"17383.6(e) - 48 Hour Residual Remove",54,0,"",
1028,"17383.6(h) - Unstable Piles /P-H&S",54,0,"",
1029,"17383.6(i) - C&D Mulch Req",54,0,"",
1030,"17383.6(j) - Weight Records",54,0,"",
1031,"17383.7(a) - Unprssd Storage >6 Months",54,0,"",
1032,"17383.7(b) - Prssd Storage >18 Months",54,0,"",
1033,"17383.7(c) - Exceed Max Debris",54,0,"",
1034,"17383.7(e) - 48 Hours Residual Remove",54,0,"",
1035,"17383.7(i) - Unstable Piles / P-H&S",54,0,"",
1036,"17383.7(j) - Weight Records",54,0,"",
1037,"17383.8(a) - Unprssd Storage>6 Months",54,0,"",
1038,"17383.8(b) - Prssd Storage >18 Months",54,0,"",
1039,"17383.8(c) - Exceed Max Debris",54,0,"",
1040,"17383.8(e) - 48 Hour Residual Remove",54,0,"",
1041,"17383.8(h) - Unstable Piles /P -H&S",54,0,"",
1042,"17383.8(i) - Weight Records",54,0,"",
1043,"17384 - Exceed Storage Alternative",54,0,"",
1044,"PRC 44002 - DPR Auth By SWF Permit",53,0,"",
1045,"PRC 44004 - Significant Change",53,0,"",
1046,"PRC 44014(b) - Complies W/Terms & Cond",53,0,"",
1047,"17403.4 - Direct Transfer Fac - Regis Pmt",53,0,"",
1048,"17403.5 - Emergency T/P OP - Notif",53,0,"",
1049,"17403.6 - Medium Vol T/P Fac - Regis Pmt",53,0,"",
1050,"17403.7 - Large Vol T/P Fac - Full Pmt",53,0,"",
1051,"17403.8 - Facility Plan",53,0,"",
1052,"17403.9 - Transfer Proc Report",53,0,"",
1053,"21640 - Title 27 - Review Of Permit",53,0,"",
1054,"18221.6 Transfer/Processing Rpt",53,0,"",
1055,"18104.7 - registration Permit Review",53,0,"",
1056,"18221.5 Facility Plan - Med Vol",53,0,"",
1057,"17406.1(a) - Siting On Landfills",53,0,"",
1058,"17406.1(b) - Int Cover (Foundation Stable)",53,0,"",
1059,"17406.1(c) - Int Cover (Ops/Closure)",53,0,"",
1060,"17406.2 - General Design",53,0,"",
1061,"17419.1 - Visual Screening",53,0,"",
1062,"17407.2 - Cleaning",53,0,"",
1063,"17409.1 - Roads",53,0,"",
1064,"17409.2 - Sanitary Facilities",53,0,"",
1065,"17409.4 - Signs",53,0,"",
1066,"17409.5 - Load Checking",53,0,"",
1067,"17410.1 - Solid Waste Removal",53,0,"",
1068,"17414 - Record Keeping Req",53,0,"",
1069,"17415.1 - Communications Equip",53,0,"",
1070,"17416.2 - Lighting",53,0,"",
1071,"17418.1 - Site Security",53,0,"",
1072,"17419.2 - Water Supply",53,0,"",
1073,"17407.1 - Burning Waste & Open Burn",53,0,"",
1074,"17407.3 - Drainage Control",53,0,"",
1075,"17407.4 - Dust Control",53,0,"",
1076,"17407.5 - Haz, Liq & Spec Wastes",53,0,"",
1077,"17408.1 - Litter Control",53,0,"",
1078,"17408.2 - Medical Wastes",53,0,"",
1079,"17350 - Waste Tire Storage",53,0,"",
1080,"17408.3 - Noise Control",53,0,"",
1081,"17408.5 - Nuisance Control",53,0,"",
1082,"17409.6 - Parking",53,0,"",
1083,"17410.4 - Vector, Bird & Anim Control",53,0,"",
1084,"17418.3 - Traffic Control",53,0,"",
1085,"17408.7 - Personnel Health & Safety",53,0,"",
1086,"17408.8 - Protection Of Users",53,0,"",
1087,"17410.2 - Supervision And Personnel",53,0,"",
1088,"17410.3 - Training",53,0,"",
1089,"17418.2 - Site Attendant",53,0,"",
1090,"17408.4 - No-Salvageable Items",53,0,"",
1091,"17408.6 - Maintenance Program",53,0,"",
1092,"17409.3 - Scavenging & Salvaging",53,0,"",
1093,"17415.2 - Fire Fighting Equipment",53,0,"",
1094,"17416.1 - Housekeeping",53,0,"",
1095,"17416.3 - Equipment",53,0,"",
1096,"PRC 44002 - Operator Auth By SWF Permit",55,0,"",
1097,"PRC 44004 - Significant Change",55,0,"",
1098,"PRC 44005 - Transfer Ownership",55,0,"",
1099,"PRC 44014(b) - Oper Complies With Terms",55,0,"",
1100,"17210.3 - Req For Emergency Waiver",55,0,"",
1101,"17211.3  - Req For Temp Stip. Agreement",55,0,"",
1102,"17211.4 - Issuing Stip Agreement (PEP)",55,0,"",
1103,"17854 - Comp Mat Hand Facility Permit",55,0,"",
1104,"17863 - Report Of Comp Site Info",55,0,"",
1105,"17863.4 - Odor Impact Minimization Plan",55,0,"",
1106,"18104 - Reg Permit (Chipping & Grinding)",55,0,"",
1107,"21640 - Permit Review Application",55,0,"",
1108,"17863.4 - Odor Impact Minimization Plan",55,0,"",
1109,"18103.1 - Enf Agency Notif Filed",55,0,"",
1110,"17856(a) - Ag Comp Oper - EA Notif RQMT",55,0,"",
1111,"17856(b) - AG Mat Comp Op Reqs/Insp Freq",55,0,"",
1112,"17856(c) - Sale/Give>1k Cu Yds Per Year < 12,500 Cubic Yds Of Green Mat On-Site",55,0,"",
1113,"17862(a) - Maximum 5,000 Cubic Yds On Site",55,0,"",
1114,"17862(b) - In Vessel-Leave/Ea App > 5K Cy",55,0,"",
1115,"17862(c) - Desc Research/Time Frame",55,0,"",
1116,"17862(d) - EA Notification Renewal-2 Yrs",55,0,"",
1118,"17862.1(a) - CG: 200 TPD-EA Notice",55,0,"",
1119,"17862.1(b) - CG: 200-500 TPD Reg Prmt",55,0,"",
1120,"17862.1(c) - CG:>500 TPD Full Prmt",55,0,"",
1121,"17862.1(d) - CG: Contam Limit Sampling",55,0,"",
1122,"17862.1(e) - CG: Contam Limit",55,0,"",
1123,"17862.1(f)  - CG: Storage Lmt/Exceded",55,0,"",
1124,"17865(a) - Closed Landfills (Post Close Use)",55,0,"",
1125,"17865(b) - Intermed Cover (Foundation Stab)",55,0,"",
1126,"17866 - General Design Requirements",55,0,"",
1127,"17867(a)(1) - Animal Waste",55,0,"",
1128,"17867(a)(2) - Vect/Odors/Lit/Haz/Nuis/Noise/DST",55,0,"",
1129,"17867(a)(3) - Random Load Checks",55,0,"",
1130,"17867(a)(4) - Compost Contamination",55,0,"",
1131,"17867(a)(5) - Unauthorized Access",55,0,"",
1132,"17867(a)(6) - Traffic Control",55,0,"",
1133,"17867(a)(7) - Signs",55,0,"",
1134,"17867(a)(8) - Fire Prev/Prot/Cntrol(temps)",55,0,"",
1135,"17867(a)(9) -Phone Or Radio Communications",55,0,"",
1136,"17867(a)(10) - Phys Contam, Refuse Rem",55,0,"",
1137,"17867(a)(11) - Enclosed Activities Ventilated",55,0,"",
1138,"17867(a)(12) - Lechante Control",55,0,"",
1139,"17867(a)(13) - Phys Cont Prev. Removed",55,0,"",
1140,"17867(A)(14) - Site Attendant",55,0,"",
1141,"17867.5 - Personnel Training",55,0,"",
1142,"17868.1 - Sampling Requirements",55,0,"",
1143,"17868.2 - Metal Concentration Exceeded",55,0,"",
1144,"17868.3(a) - Pathogen Levels Exceeded",55,0,"",
1145,"17868.3(b) - Pathogen Levels/Temp Maint",55,0,"",
1146,"17868.3(c) - Alt Methods Approved",55,0,"",
1147,"17868.3(d) - Temp Monitoring",55,0,"",
1148,"17868.5(a) - Load Checking/Sorting",55,0,"",
1149,"17868.5(b) - Physical Contaminants",55,0,"",
1150,"17868.5(c) - Ag Oper Metal Concent",55,0,"",
1151,"17868.5(d) - Personnel Train (1% Contaminants)",55,0,"",
1152,"17868.5(e) - Records",55,0,"",
1153,"17869(a) - Inspection Of Records",55,0,"",
1154,"17869(b) - Special Occurences",55,0,"",
1155,"17869(c) - Public Complaints",55,0,"",
1156,"17869(d) - Feedstock And Compost",55,0,"",
1157,"17869(e) - Load Checks",55,0,"",
1158,"17869(f) - Article 7 Test Results",55,0,"",
1159,"17869(f)(1) - Pathogen Reduction Methods",55,0,"",
1160,"17869(g) - Record Of Serious Injuries",55,0,"",
1161,"17869(h) - Training Records",55,0,"",
1162,"17870(a) - NTC 30 Days Prior Restoration",55,0,"",
1163,"17870(b) - Protect Public Health, Safety, Environ",55,0,"",
1164,"17870(c) - Restoration Proc Performed",55,0,"",
1165,"20750 - Site Maintenance",56,0,"",
1166,"21180 - PostClosure Maintenance",56,0,"",
1167,"21190 - PostClosure Land Use",56,0,"",
1168,"20918 - Exemptions",56,0,"",
1169,"20919 - Gas Controls",56,0,"",
1170,"20921 - Gas Monitoring And Controls",56,0,"",
1171,"20923 - Monitoring",56,0,"",
1172,"20925 - Perimeter Monitoring Network",56,0,"",
1173,"20931 - Structure Monitoring",56,0,"",
1174,"20932 - Monitored Parameters",56,0,"",
1175,"20933 - Monitoring Frequency",56,0,"",
1176,"20934 - Reporting",56,0,"",
1177,"20937 - Reporting & Control of Excess Gas Concent",56,0,"",
1178,"20650 - Grading of Fill Surfaces",56,0,"",
1179,"21140 - Final Cover",56,0,"",
1180,"21142 - Final Grading",56,0,"",
1181,"21145 - Slope Stability",56,0,"",
1182,"20820 - Drainage/Erosion",56,0,"",
1183,"21150 - Drainage/Erosion Control",56,0,"",
1184,"20790 - Leachate Control",56,0,"",
1185,"20830 - Litter Control",56,0,"",
1186,"21160 - LF Gas Control/Lechate Contact",56,0,"",
1187,"20530 - Site Security",56,0,"",
1188,"21135 - Security At Closed Sites",56,0,"",
1189,"21137 - Structural Removal",56,0,"",
1190,"21130 - Emergency Response Plan",56,0,"",
1191,"21170 - Recording",56,0,"",
1192,"21200 - Change of Ownership",56,0,"",
1193,"21880 - Certification Of Closure",56,0,"",
1194,"21890 - Revision Of Approved Plans For C/PC Maint",56,0,"",
1195,"17403.3 Ea Notification Filing Req",57,0,"",
1196,"17403.2 Ea Notification Filing Req",57,0,"",
1197,"17403.5 Ea Notification Filing Req",57,0,"",
1198,"17406.1(a) Siting On Landfills",57,0,"",
1199,"17406.1(b) Int. Cover (foundation stable)",57,0,"",
1200,"17406.1(c) Int. Cover (operations/closure)",57,0,"",
1201,"17406.2 - General Design Requirements",57,0,"",
1202,"17407.2 - Cleaning At Required Frequency",57,0,"",
1203,"14709.1 - Roads",57,0,"",
1204,"17409.2 - Sanitary Facilities",57,0,"",
1205,"17409.4 - Signs",57,0,"",
1206,"14709.4(a) - Identification Signs",57,0,"",
1207,"17409.4(b) - Entry Sign",57,0,"",
1208,"17409.5 - Load Checking",57,0,"",
1209,"17409.6 - Parking",57,0,"",
1210,"17410.1 - Solid Waste Removal",57,0,"",
1211,"17407.1 - Burning Wastes & Open Burning",57,0,"",
1212,"17407.3 - Drainage Control",57,0,"",
1213,"17407.4 - Dust Control",57,0,"",
1214,"17407.5 - Hazardous Liquid & Special Wastes",57,0,"",
1215,"17408.1 - Litter Control",57,0,"",
1216,"17408.2 - Medical Wastes",57,0,"",
1217,"17408.3 - Noise Control",57,0,"",
1218,"17408.5 - Nuisance Control",57,0,"",
1219,"17408.6 - Operation Maintenance Program",57,0,"",
1220,"17410.4 - Vector And Bird Control",57,0,"",
1221,"17408.7 - Personnel Health & Safety",57,0,"",
1222,"17408.8 - Protection Of Users",57,0,"",
1223,"17410.2 - Supervision Of Personnel",57,0,"",
1224,"17410.3 - Training",57,0,"",
1225,"17408.4 - Non-Salvageable Items",57,0,"",
1226,"17408.6 - Maintenance Program",57,0,"",
1227,"17409.3 Scavenging & Salvage",57,0,"",
1228,"17409.3(a) - Scavenging & Salvage",57,0,"",
1229,"17409.3(b) - Salavaging (planned & controlled)",57,0,"",
1230,"17409.3(c) - Storage Of Salvage",57,0,"",
1231,"17409.3(d) - Removal Frequency",57,0,"",
1232,"17414(a) - Weight And Volume Records",57,0,"",
1233,"17414(b) - Records Location / Available",57,0,"",
1234,"17414(c) - Required Record Submittal",57,0,"",
1235,"17414(d) - Special Occurences",57,0,"",
1236,"17414(e) - Records Of Written Complaints",57,0,"",
1237,"17415.2 - Fire Fighting Equipment",57,0,"",
1238,"17414.1 - Documentation Of Ea Approvals, Determinations of Req",57,0,"",
1239,"HC §292 Vehicle Character",58,0,"",
1240,"Tax Reg §249.6 License Fee",58,0,"",
1241,"P.C. §2904 Noise",58,0,"",
1242,"CCR §17732 Regulation of Ooperator",58,0,"",
1243,"CCR §17333 Operator Qualification",58,0,"",
1244,"CCR §17334 Ownership of Waste Material",58,0,"",
1245,"CCR §17341 Equipment Construction",58,0,"",
1246,"CCR §17342 Equipment Safety",58,0,"",
1247,"CCR §17343 Equipment Parking",58,0,"",
1248,"CCR §17344 Identification Of Operator",58,0,"",
1249,"CCR §17345 Inspection Of Equipment",58,0,"",
1250,"PRC 44004(a) - Significant Change",59,0,"",
1251,"PRC 44014(b) - Operator Complies w/Terms and Conditions of Permit",59,0,"",
1252,"21640 - Review of Permits",59,0,"",
1253,"21600 - Report of Disp Site Information",59,0,"",
1254,"20270 - Airport Safety",59,0,"",
1255,"20510 - Disposal Site Records",59,0,"",
1256,"20515 - MSWLF Unit Records",59,0,"",
1257,"20517 - Document Approvals/Requirements",59,0,"",
1258,"20520 - Signs",59,0,"",
1259,"20530 - Site Security",59,0,"",
1260,"20540 - Roads",59,0,"",
1261,"20550 - Sanitary Facilities",59,0,"",
1262,"20560 - Drinking Water Supply",59,0,"",
1263,"20570 - Communication Facilities",59,0,"",
1264,"20580 - Lighting",59,0,"",
1265,"20590 - Personnel Health & Safety",59,0,"",
1266,"20610 - Training",59,0,"",
1267,"20615 - Supervision",59,0,"",
1268,"20620 - Site Attendant",59,0,"",
1269,"20630 - Confined Unloading",59,0,"",
1270,"20640 - Spreading/Compacting",59,0,"",
1271,"20650 - Grading of Fill Surfaces",59,0,"",
1272,"20660 - Stockpiling",59,0,"",
1273,"20670 - Availability of Cover Material",59,0,"",
1274,"20680 - Daily Cover",59,0,"",
1275,"20690 - Alternative Daily Cover",59,0,"",
1276,"20695 - Performance Standards",59,0,"",
1277,"20700 - Intermediate Cover",59,0,"",
1278,"20686 - Beneficial Re-Use",59,0,"",
1279,"20710 - Scavenging/Salvaging/Storage",59,0,"",
1280,"20720 - Non-Salvageable Items",59,0,"",
1281,"20730 - Volume Reduction/Energy Recovery",59,0,"",
1282,"20740 - Equipment",59,0,"",
1283,"20750 - Site Maintenance",59,0,"",
1284,"20760 - Nuisance Control",59,0,"",
1285,"20770 - Animal Feeding",59,0,"",
1286,"20780 - Open Burning/Burning Wastes",59,0,"",
1287,"20790 - Leachate Control",59,0,"",
1288,"20800 - Dust Control",59,0,"",
1289,"20810 - Vector and Bird Control",59,0,"",
1290,"20820 - Drainage & Eriosion Control",59,0,"",
1291,"20830 - Litter Control",59,0,"",
1292,"20840 - Noise Control",59,0,"",
1293,"20860 - Traffic Control",59,0,"",
1294,"20870 - Hazardous Wastes",59,0,"",
1295,"20880 - Medical Wastes",59,0,"",
1296,"20890 - Dead Animals",59,0,"",
1297,"20900 - Air Criteria",59,0,"",
1298,"20918 - Exemptions",59,0,"",
1299,"20919 - Gas Control",59,0,"",
1300,"20921 - Gas Monitoring & Control",59,0,"",
1301,"20937 - Rept & Control/Excessive Gas Con",59,0,"",
1302,"21110 - Time Frames For Closure",59,0,"",
1303,"21780 - Submittal Closure Plans",59,0,"",
1304,"17351 - Fire Prevention Measures",59,0,"",
